"overlap","area_a_gaps","area_b_gaps","area_change","CHM1_mean","CHM2_mean","gap_volume_a_gaps","gap_volume_b_gaps","gap_volume_change","height_growth","Plot_id"
"New gap",0,500,500,22.2569921569824,6.09123722839356,0,3045.61861419678,3045.61861419678,-16.1657549285888,58
"Persistent gap",707.5,707.5,0,4.33480616053927,5.63294338051087,3066.87535858154,3985.30744171144,918.432083129904,1.2981372199716,58
"Recovered gap",872,0,-872,5.71431328834744,16.3405887708752,4982.88118743897,0,-4982.88118743897,10.6262754825277,58
"Intact canopy",0,0,0,32.427068306328,32.89979933676,0,0,0,0.472731030432016,57
"New gap",0,607.75,607.75,19.7507228937623,6.28368062278657,0,3818.90689849854,3818.90689849854,-13.4670422709757,57
"Persistent gap",768.25,768.25,0,5.53846807756062,5.75672680711731,4254.92810058594,4422.60536956787,167.67726898193,0.218258729556694,57
"Recovered gap",443,0,-443,6.48973639770232,17.5890703222822,2874.95322418213,0,-2874.95322418213,11.0993339245798,57
"Intact canopy",0,0,0,32.7383175378147,32.0505354602176,0,0,0,-0.687782077597134,55
"New gap",0,448.5,448.5,25.2407084776539,5.93842910205241,0,2663.38545227051,2663.38545227051,-19.3022793756015,55
"Persistent gap",340.25,340.25,0,5.08138757799585,5.94818388793855,1728.94212341309,2023.86956787109,294.927444458004,0.866796309942703,55
"Recovered gap",240.25,0,-240.25,6.20276302849714,19.858371921186,1490.21381759644,0,-1490.21381759644,13.6556088926889,55
"Intact canopy",0,0,0,31.668540136108,30.1490114530924,0,0,0,-1.51952868301562,60
"New gap",0,431.75,431.75,24.9927109992774,6.12646919078197,0,2645.10307312012,2645.10307312012,-18.8662418084954,60
"Persistent gap",168.75,168.75,0,5.75680641456886,6.1614434588397,971.461082458496,1039.7435836792,68.2825012207035,0.404637044270835,60
"Recovered gap",188.25,0,-188.25,6.54353889779424,17.4095823331025,1231.82119750977,0,-1231.82119750977,10.8660434353082,60
"Intact canopy",0,0,0,31.0614194417103,29.8481673714056,0,0,0,-1.21325207030463,61
"New gap",0,430.25,430.25,24.7537030004471,6.23035050990067,0,2680.60830688477,2680.60830688477,-18.5233524905465,61
"Persistent gap",88.5,88.5,0,5.02701322911149,5.14870758918719,444.890670776367,455.660621643066,10.7699508666993,0.121694360075698,61
"Recovered gap",147.5,0,-147.5,6.12778708247814,16.5949561684819,903.848594665526,0,-903.848594665526,10.4671690860037,61
"Intact canopy",0,0,0,32.4477191864151,32.1827380338037,0,0,0,-0.264981152611419,62
"New gap",0,413.25,413.25,23.4800495902337,6.23913542833461,0,2578.32271575928,2578.32271575928,-17.2409141618991,62
"Persistent gap",206.25,206.25,0,6.70597130977746,6.86886789032907,1383.1065826416,1416.70400238037,33.5974197387691,0.162896580551608,62
"Recovered gap",305.75,0,-305.75,6.90867413874055,17.0182159498687,2112.32711791992,0,-2112.32711791992,10.1095418111282,62
"Intact canopy",0,0,0,30.1328082838144,29.8031171870555,0,0,0,-0.329691096758875,63
"New gap",0,575.25,575.25,26.8452446318772,6.06397502953878,0,3488.30163574218,3488.30163574218,-20.7812696023384,63
"Persistent gap",476,476,0,5.09634647850229,5.96008124471713,2425.86092376709,2836.99867248535,411.137748718265,0.863734766214842,63
"Recovered gap",623.75,0,-623.75,5.96163452393067,19.5228567241905,3718.56953430175,0,-3718.56953430175,13.5612222002599,63
