"overlap","area_a_gaps","area_b_gaps","area_change","CHM1_mean","CHM2_mean","gap_volume_a_gaps","gap_volume_b_gaps","gap_volume_change","height_growth","Plot_id"
"Intact canopy",0,0,0,35.2491300852553,34.8470720824566,0,0,0,-0.402058002798739,"P_30"
"New gap",0,168,168,46.8162569318499,5.75756654285249,0,967.271179199219,967.271179199219,-41.0586903889974,"P_30"
"Recovered gap",142,0,-142,6.92514618349747,19.3145822874257,983.37075805664,0,-983.37075805664,12.3894361039283,"P_30"
"Intact canopy",0,0,0,35.9113632189159,36.7068899138022,0,0,0,0.79552669488627,"P_31"
"New gap",0,265,265,23.1492890555904,5.89457126833358,0,1562.0613861084,1562.0613861084,-17.2547177872568,"P_31"
"Persistent gap",38,38,0,6.12579707095498,6.79842738101357,232.780288696289,258.340240478516,25.5599517822266,0.672630310058594,"P_31"
"Recovered gap",299,0,-299,6.2042525683757,16.5261928086297,1855.07151794434,0,-1855.07151794434,10.321940240254,"P_31"
"Intact canopy",0,0,0,39.3078392721206,41.0629244683702,0,0,0,1.7550851962496,"P_32"
"New gap",0,88,88,21.6343245072798,7.50829922069203,0,660.730331420898,660.730331420898,-14.1260252865878,"P_32"
"Persistent gap",106,106,0,5.40557184759176,7.77991269669443,572.990615844727,824.670745849609,251.680130004883,2.37434084910267,"P_32"
"Recovered gap",418,0,-418,6.30648821963077,18.1973736046604,2636.11207580566,0,-2636.11207580566,11.8908853850296,"P_32"
"Intact canopy",0,0,0,36.6637226032211,37.9719032785372,0,0,0,1.30818067531613,"P_33"
"New gap",0,300,300,22.4688052368164,5.84917317708333,0,1754.751953125,1754.751953125,-16.6196320597331,"P_33"
"Persistent gap",1633,1633,0,4.27454375753502,4.92013501215769,6980.32995605469,8034.58047485351,1054.25051879882,0.645591254622667,"P_33"
"Recovered gap",756,0,-756,5.90270443063564,20.4440395617611,4462.44454956054,0,-4462.44454956054,14.5413351311255,"P_33"
"Intact canopy",0,0,0,35.5608086777889,36.630645517558,0,0,0,1.06983683976911,"P_34"
"New gap",0,396,396,21.3978854863331,5.92407195736664,0,2345.93249511719,2345.93249511719,-15.4738135289664,"P_34"
"Persistent gap",50,50,0,5.90040405273438,7.32260437011719,295.020202636719,366.130218505859,71.1100158691406,1.42220031738281,"P_34"
"Recovered gap",310,0,-310,5.52287824076991,17.95745839765,1712.09225463867,0,-1712.09225463867,12.43458015688,"P_34"
"Intact canopy",0,0,0,36.7293320236609,37.6947743203718,0,0,0,0.965442296710918,"P_35"
"New gap",0,552,552,26.9068179476088,4.97933572962664,0,2748.59332275391,2748.59332275391,-21.9274822179822,"P_35"
"Persistent gap",165,165,0,8.0917626583215,5.27515832149622,1335.14083862305,870.401123046876,-464.739715576171,-2.81660433682528,"P_35"
"Recovered gap",147,0,-147,7.30415479179953,16.4441551156595,1073.71075439453,0,-1073.71075439453,9.14000032386001,"P_35"
"Intact canopy",0,0,0,30.8444040004349,32.4202535370379,0,0,0,1.57584953660303,"P_36"
"New gap",0,470,470,15.0166435404027,6.77502626459649,0,3184.26234436035,3184.26234436035,-8.24161727580619,"P_36"
"Persistent gap",361,361,0,7.20407768101573,6.82125224697293,2600.67204284668,2462.47206115723,-138.199981689452,-0.382825434042804,"P_36"
"Recovered gap",505,0,-505,7.2659655278272,17.7181635488378,3669.31259155273,0,-3669.31259155273,10.4521980210106,"P_36"
"Intact canopy",0,0,0,34.8294393140728,36.0210214296025,0,0,0,1.19158211552972,"P_37"
"New gap",0,61,61,24.3644301617732,6.3259057216957,0,385.880249023438,385.880249023438,-18.0385244400775,"P_37"
