"Plot_id","Site","Persistant_gap_area_2013","Recovered_gap_area_2013","New_gap_area_2020","Persistant_gap_area_2020","Intact_canopy_TCH_2013","New_gap_TCH_2013","Persistant_gap_TCH_2013","Recovered_gap_TCH_2013","Intact_canopy_TCH_2020","New_gap_TCH_2020","Persistant_gap_TCH_2020","Recovered_gap_TCH_2020","Persistant_gap_volume_2013","Recovered_gap_volume_2013","New_gap_volume_2020","Persistant_gap_volume_2020","Persistant_gap_volume_change","Intact canopy_height_growth","New gap_height_growth","Persistent gap_height_growth","Recovered gap_height_growth","Existing_gap_area_2013","Existing_gap_area_2020","Existing_gap_volume_2013","Existing_gap_volume_2020","Existing_proportion_closed","Existing_proportion_closed_perc"
"96","SBE",344.25,376.25,383.5,344.25,31.2836925534028,22.5881656214031,5.28169568518235,6.96278783855248,32.5468915899595,6.58313939220125,6.27938685420637,17.8132133205072,1818.22373962402,2619.74892425537,2524.63395690918,2161.67892456054,343.45518493652,1.26319903655668,-16.0050262292019,0.997691169024023,10.8504254819547,720.5,344.25,4437.97266387939,2161.67892456054,0.512912969889513,51.2912969889513
"14","SBE",116.25,478.25,156,116.25,26.5117516657421,21.2715432338226,5.71600528840096,7.0708047295514,29.2353339683619,6.76870641952906,7.2975095359228,16.7225190245912,664.485614776611,3381.61236190796,1055.91820144653,848.335483551025,183.849868774414,2.72358230261978,-14.5028368142935,1.58150424752184,9.65171429503981,594.5,116.25,4046.09797668457,848.335483551025,0.79033244166614,79.033244166614
"35","SBE",697.5,516.5,297.75,697.5,30.1686717671672,20.0164183545373,4.11328711287522,5.67731257952886,32.1224844657629,5.20908884197398,4.18703623125631,21.2992195949204,2869.01776123047,2932.33194732666,1551.00620269775,2920.45777130127,51.4400100708085,1.95381269859565,-14.8073295125633,0.0737491183810874,15.6219070153915,1214,697.5,5801.34970855713,2920.45777130127,0.496589945785629,49.6589945785629
"30","SBE",858.5,267,439.75,858.5,28.2113103498679,19.1146094152506,4.87038867308359,6.92246722103504,29.2484582259952,6.54791241548765,4.84117205113816,18.7681223122815,4181.22867584226,1848.29874801636,2879.44448471069,4156.14620590211,-25.0824699401546,1.03714787612728,-12.5666969997629,-0.0292166219454337,11.8456550912464,1125.5,858.5,6029.52742385862,4156.14620590211,0.310701168808622,31.0701168808622
"25","SBE",1086.75,463.25,737.25,1086.75,30.6905844436778,17.9254408170508,6.1696368406799,6.73291391124612,32.5587820714231,6.34652941248788,5.4992642118543,19.9451691925494,6704.85283660888,3119.02236938477,4678.97880935669,5976.32538223267,-728.527454376214,1.86819762774529,-11.5789114045629,-0.670372628825594,13.2122552813032,1550,1086.75,9823.87520599365,5976.32538223267,0.391652962103341,39.1652962103341
"56","SBE",554.75,546.5,481.25,554.75,32.6162214598178,24.2495905175148,5.73785179657354,6.70696807889249,33.2345597303383,6.10710213797432,6.27411569438039,18.3654770637366,3183.07328414917,3665.35805511475,2939.04290390014,3480.56568145752,297.49239730835,0.618338270520518,-18.1424883795404,0.536263897806849,11.6585089848441,1101.25,554.75,6848.43133926392,3480.56568145752,0.491771836639072,49.1771836639072
"54","SBE",522.25,620.25,460.25,522.25,30.449905066856,22.4670407338223,5.99229444300175,6.27605647033667,32.1721558947475,6.42856686999783,5.53998200091065,20.828099236571,3129.47577285767,3892.72402572632,2958.7479019165,2893.25559997559,-236.220172882078,1.72225082789147,-16.0384738638244,-0.452312442091102,14.5520427662343,1142.5,522.25,7022.19979858399,2893.25559997559,0.587984437503614,58.7984437503614
"40","SBE",81.5,547.75,111,81.5,28.7826460859876,24.2689683244035,5.6278570444306,6.52032375988597,31.1201936081403,6.52189591553834,7.05123129066514,17.5697257295693,458.670349121094,3571.50733947754,723.930446624756,574.675350189209,116.005001068115,2.33754752215273,-17.7470724088652,1.42337424623454,11.0494019696833,629.25,81.5,4030.17768859863,574.675350189209,0.857406944657809,85.7406944657809
"50","SBE",359,398.25,422,359,30.2747331985239,25.6249990689246,3.91128634609553,5.07986703071666,31.2770991621125,5.92034299226732,4.86570843879892,19.3949515228367,1404.15179824829,2023.05704498291,2498.38474273681,1746.78932952881,342.637531280517,1.00236596358865,-19.7046560766573,0.954422092703391,14.31508449212,757.25,359,3427.2088432312,1746.78932952881,0.490317220388028,49.0317220388028
"85","SBE",204.5,464,292,204.5,29.000293443011,17.5771362487584,6.6429141168198,6.8582910669261,31.1300612922794,6.51902818026608,6.2839407512786,16.712687451264,1358.47593688965,3182.24705505371,1903.5562286377,1285.06588363647,-73.4100532531743,2.12976784926846,-11.0581080684923,-0.358973365541194,9.85439638433786,668.5,204.5,4540.72299194336,1285.06588363647,0.71699090961581,71.699090961581
